Host IP,DNS Name,Finding Name,Finding ID,CVE,Risk Rating,Exploit Evidence,Finding Status,Data Center,Detection Count,Finding Confidence,Threat Summary,Impact,Fix,Vendor Reference,Operating System,First Seen,Last Seen,Finding Evidence,Service Protocol,Service Port
10.30.11.21,asset-001.corp.local,Apache Tomcat AJP Request Injection,300041,CVE-2020-1938,Medium,Exploit available: https://tomcat.apache.org/security-9.html,Active,DR,3,Confirmed,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,Windows Server 2019,2026-04-16,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.30.11.21:8009.,tcp,8009
10.30.12.22,asset-002.corp.local,Apache Log4j Remote Code Execution,300042,CVE-2021-44228,Serious,,Active,DC1,3,Confirmed,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,Ubuntu 22.04,2026-04-17,2026-06-30,Apache Log4j Remote Code Execution detected on 10.30.12.22:8080.,tcp,8080
10.30.13.23,asset-003.corp.local,Microsoft SQL Server Unsupported Version,300043,,Critical,,Active,DC2,3,Confirmed,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,RHEL 8,2026-04-18,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.30.13.23:1433.,tcp,1433
10.30.14.24,asset-004.corp.local,OpenSSL Security Update Available,300044,CVE-2023-0286,Urgent,,Active,DR,6,Confirmed,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html,Network Appliance,2026-01-29,2026-06-30,OpenSSL Security Update Available detected on 10.30.14.24:443.,tcp,443
10.30.15.25,asset-005.corp.local,Remote Desktop Weak Encryption Enabled,300045,,Minimal,,Active,DC1,3,Confirmed,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Windows Server 2019,2026-04-20,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.30.15.25:3389.,tcp,3389
10.30.16.26,asset-006.corp.local,Nginx Security Update Available,300046,CVE-2025-2345,Medium,Exploit available: https://nginx.org/en/security_advisories.html,Active,DC2,3,Confirmed,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,Ubuntu 22.04,2026-04-21,2026-06-30,Nginx Security Update Available detected on 10.30.16.26:443.,tcp,443
10.30.17.27,asset-007.corp.local,SMB Signing Not Required,300047,,Serious,,Active,DR,3,Confirmed,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,RHEL 8,2026-04-22,2026-06-30,SMB Signing Not Required detected on 10.30.17.27:445.,tcp,445
10.30.18.28,asset-008.corp.local,Oracle Java Unsupported Version,300048,CVE-2024-20919,Critical,,Active,DC1,3,Confirmed,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.qualys.com/research/security-alerts/,Network Appliance,2026-04-23,2026-06-30,Oracle Java Unsupported Version detected on 10.30.18.28:0.,tcp,0
10.30.10.29,asset-009.corp.local,Linux Kernel Security Update Available,300049,CVE-2024-1086,Urgent,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DC2,3,Confirmed,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Windows Server 2019,2026-04-24,2026-06-30,Linux Kernel Security Update Available detected on 10.30.10.29:0.,tcp,0
10.30.11.30,asset-010.corp.local,TLS 1.0 Protocol Detection,300050,,Minimal,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DR,3,Confirmed,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Ubuntu 22.04,2026-04-25,2026-06-30,TLS 1.0 Protocol Detection detected on 10.30.11.30:443.,tcp,443
10.30.12.31,asset-011.corp.local,Apache Tomcat AJP Request Injection,300051,CVE-2020-1938,Medium,,Active,DC1,8,Confirmed,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,RHEL 8,2025-11-12,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.30.12.31:8009.,tcp,8009
10.30.13.32,asset-012.corp.local,Apache Log4j Remote Code Execution,300052,CVE-2021-44228,Serious,,Active,DC2,3,Confirmed,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,Network Appliance,2026-04-02,2026-06-30,Apache Log4j Remote Code Execution detected on 10.30.13.32:8080.,tcp,8080
10.30.14.33,asset-013.corp.local,Microsoft SQL Server Unsupported Version,300053,,Critical,Exploit available: https://learn.microsoft.com/sql/sql-server/end-of-support,Active,DR,3,Confirmed,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,Windows Server 2019,2026-04-03,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.30.14.33:1433.,tcp,1433
10.30.15.34,asset-014.corp.local,OpenSSL Security Update Available,300054,CVE-2023-0286,Urgent,,Active,DC1,3,Confirmed,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html,Ubuntu 22.04,2026-04-04,2026-06-30,OpenSSL Security Update Available detected on 10.30.15.34:443.,tcp,443
10.30.16.35,asset-015.corp.local,Remote Desktop Weak Encryption Enabled,300055,,Minimal,,Active,DC2,6,Confirmed,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,RHEL 8,2026-01-25,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.30.16.35:3389.,tcp,3389
10.30.17.36,asset-016.corp.local,Nginx Security Update Available,300056,CVE-2025-2345,Medium,Exploit available: https://nginx.org/en/security_advisories.html,Active,DR,3,Confirmed,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,Network Appliance,2026-04-06,2026-06-30,Nginx Security Update Available detected on 10.30.17.36:443.,tcp,443
10.30.18.37,asset-017.corp.local,SMB Signing Not Required,300057,,Serious,,Re-Opened,DC1,3,Confirmed,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,Windows Server 2019,2026-04-07,2026-06-30,SMB Signing Not Required detected on 10.30.18.37:445.,tcp,445
10.30.10.38,asset-018.corp.local,Oracle Java Unsupported Version,300058,CVE-2024-20919,Critical,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DC2,3,Confirmed,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.qualys.com/research/security-alerts/,Ubuntu 22.04,2026-04-08,2026-06-30,Oracle Java Unsupported Version detected on 10.30.10.38:0.,tcp,0
10.30.11.39,asset-019.corp.local,Linux Kernel Security Update Available,300059,CVE-2024-1086,Urgent,,Active,DR,3,Confirmed,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,RHEL 8,2026-04-09,2026-06-30,Linux Kernel Security Update Available detected on 10.30.11.39:0.,tcp,0
10.30.12.40,asset-020.corp.local,TLS 1.0 Protocol Detection,300060,,Minimal,,Active,DC1,3,Confirmed,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Network Appliance,2026-04-10,2026-06-30,TLS 1.0 Protocol Detection detected on 10.30.12.40:443.,tcp,443
10.30.13.41,asset-021.corp.local,Apache Tomcat AJP Request Injection,300061,CVE-2020-1938,Medium,Exploit available: https://tomcat.apache.org/security-9.html,Active,DC2,3,Confirmed,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,Windows Server 2019,2026-04-11,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.30.13.41:8009.,tcp,8009
10.30.14.42,asset-022.corp.local,Apache Log4j Remote Code Execution,300062,CVE-2021-44228,Serious,Exploit available: https://logging.apache.org/log4j/2.x/security.html,Active,DR,3,Confirmed,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,Ubuntu 22.04,2026-04-12,2026-06-30,Apache Log4j Remote Code Execution detected on 10.30.14.42:8080.,tcp,8080
10.30.15.43,asset-023.corp.local,Microsoft SQL Server Unsupported Version,300063,,Critical,Exploit available: https://learn.microsoft.com/sql/sql-server/end-of-support,Active,DC1,3,Confirmed,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,RHEL 8,2026-04-13,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.30.15.43:1433.,tcp,1433
10.30.16.44,asset-024.corp.local,OpenSSL Security Update Available,300064,CVE-2023-0286,Urgent,,Active,DC2,3,Confirmed,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html,Network Appliance,2026-04-14,2026-06-30,OpenSSL Security Update Available detected on 10.30.16.44:443.,tcp,443
10.30.17.45,asset-025.corp.local,Remote Desktop Weak Encryption Enabled,300065,,Minimal,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DR,3,Confirmed,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Windows Server 2019,2026-04-15,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.30.17.45:3389.,tcp,3389
10.30.18.46,asset-026.corp.local,Nginx Security Update Available,300066,CVE-2025-2345,Medium,,Active,DC1,6,Confirmed,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,Ubuntu 22.04,2026-01-21,2026-06-30,Nginx Security Update Available detected on 10.30.18.46:443.,tcp,443
10.30.10.47,asset-027.corp.local,SMB Signing Not Required,300067,,Serious,,Active,DC2,3,Confirmed,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,RHEL 8,2026-04-17,2026-06-30,SMB Signing Not Required detected on 10.30.10.47:445.,tcp,445
10.30.11.48,asset-028.corp.local,Oracle Java Unsupported Version,300068,CVE-2024-20919,Critical,,Active,DR,8,Confirmed,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.qualys.com/research/security-alerts/,Network Appliance,2025-11-09,2026-06-30,Oracle Java Unsupported Version detected on 10.30.11.48:0.,tcp,0
10.30.12.49,asset-029.corp.local,Linux Kernel Security Update Available,300069,CVE-2024-1086,Urgent,,Active,DC1,3,Confirmed,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Windows Server 2019,2026-04-19,2026-06-30,Linux Kernel Security Update Available detected on 10.30.12.49:0.,tcp,0
10.30.13.50,asset-030.corp.local,TLS 1.0 Protocol Detection,300070,,Minimal,Exploit available: https://www.qualys.com/research/security-alerts/,Active,DC2,3,Confirmed,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Ubuntu 22.04,2026-04-20,2026-06-30,TLS 1.0 Protocol Detection detected on 10.30.13.50:443.,tcp,443
10.30.14.51,asset-031.corp.local,Apache Tomcat AJP Request Injection,300071,CVE-2020-1938,Medium,,Active,DR,3,Confirmed,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,RHEL 8,2026-04-21,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.30.14.51:8009.,tcp,8009
10.30.15.52,asset-032.corp.local,Apache Log4j Remote Code Execution,300072,CVE-2021-44228,Serious,,Active,DC1,3,Confirmed,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,Network Appliance,2026-04-22,2026-06-30,Apache Log4j Remote Code Execution detected on 10.30.15.52:8080.,tcp,8080
10.30.16.53,asset-033.corp.local,Microsoft SQL Server Unsupported Version,300073,,Critical,Exploit available: https://learn.microsoft.com/sql/sql-server/end-of-support,Active,DC2,3,Confirmed,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,Windows Server 2019,2026-04-23,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.30.16.53:1433.,tcp,1433
10.30.17.54,asset-034.corp.local,OpenSSL Security Update Available,300074,CVE-2023-0286,Urgent,Exploit available: https://www.openssl.org/news/vulnerabilities.html,Active,DR,3,Confirmed,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html,Ubuntu 22.04,2026-04-24,2026-06-30,OpenSSL Security Update Available detected on 10.30.17.54:443.,tcp,443
10.30.18.55,asset-035.corp.local,Remote Desktop Weak Encryption Enabled,300075,,Minimal,,Active,DC1,3,Confirmed,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,RHEL 8,2026-04-25,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.30.18.55:3389.,tcp,3389
10.30.10.56,asset-036.corp.local,Nginx Security Update Available,300076,CVE-2025-2345,Medium,,Re-Opened,DC2,3,Confirmed,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,Network Appliance,2026-04-01,2026-06-30,Nginx Security Update Available detected on 10.30.10.56:443.,tcp,443
10.30.11.57,asset-037.corp.local,SMB Signing Not Required,300077,,Serious,Exploit available: https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,Active,DR,6,Confirmed,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,Windows Server 2019,2026-01-17,2026-06-30,SMB Signing Not Required detected on 10.30.11.57:445.,tcp,445
10.30.12.58,asset-038.corp.local,Oracle Java Unsupported Version,300078,CVE-2024-20919,Critical,,Active,DC1,3,Confirmed,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.qualys.com/research/security-alerts/,Ubuntu 22.04,2026-04-03,2026-06-30,Oracle Java Unsupported Version detected on 10.30.12.58:0.,tcp,0
10.30.13.59,asset-039.corp.local,Linux Kernel Security Update Available,300079,CVE-2024-1086,Urgent,,Active,DC2,3,Confirmed,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,RHEL 8,2026-04-04,2026-06-30,Linux Kernel Security Update Available detected on 10.30.13.59:0.,tcp,0
10.30.14.60,asset-040.corp.local,TLS 1.0 Protocol Detection,300080,,Minimal,,Active,DR,3,Confirmed,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Network Appliance,2026-04-05,2026-06-30,TLS 1.0 Protocol Detection detected on 10.30.14.60:443.,tcp,443
10.30.11.21,asset-001.corp.local,Apache Tomcat AJP Request Injection,300081,CVE-2020-1938,Medium,,Active,DC1,3,Confirmed,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,Windows Server 2019,2026-04-06,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.30.11.21:8009.,tcp,8009
10.30.12.22,asset-002.corp.local,Apache Log4j Remote Code Execution,300082,CVE-2021-44228,Serious,Exploit available: https://logging.apache.org/log4j/2.x/security.html,Active,DC2,3,Confirmed,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,Ubuntu 22.04,2026-04-07,2026-06-30,Apache Log4j Remote Code Execution detected on 10.30.12.22:8080.,tcp,8080
10.30.13.23,asset-003.corp.local,Microsoft SQL Server Unsupported Version,300083,,Critical,,Active,DR,3,Confirmed,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,RHEL 8,2026-04-08,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.30.13.23:1433.,tcp,1433
10.30.14.24,asset-004.corp.local,OpenSSL Security Update Available,300084,CVE-2023-0286,Urgent,Exploit available: https://www.openssl.org/news/vulnerabilities.html,Active,DC1,3,Confirmed,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html,Network Appliance,2026-04-09,2026-06-30,OpenSSL Security Update Available detected on 10.30.14.24:443.,tcp,443
