Hostname,LocalIP,HostType,OSVersion,MachineDomain,OU,SiteName,RecommendedRemediation,RemediationDetail,Products,Count,Critical,High,Medium,Low,Unknown,GroupNames,Tags,HostID,Exploits,Platform,ExPRT Critical,ExPRT High,ExPRT Medium,ExPRT Low,ExPRT Unknown,AdditionalRemediationAdvisoryUrl,AdditionalRemediationSteps,Asset Criticality,Asset Roles,Internet exposure,Managed By,Data Providers,Third-party Asset IDs,CID,Customer,Recommendation Type,Patch Publication Date,Instance state
cs-asset-012.corp.example,10.40.1.31,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,"Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret.",Update Apache Tomcat to the approved fixed release and validate the service.,Apache Tomcat,5,0,0,0,5,0,Corporate Endpoints,owner:team-6;environment:production,host-00012,3,Linux,0,0,0,5,0,https://tomcat.apache.org/security-9.html,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00012,sample-cid-001,Sample Organization,Patch,2026-06-30,Open
cs-asset-013.corp.example,10.40.1.32,Workstation,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Update Google Chrome to the latest enterprise stable release and relaunch the browser.,Update Google Chrome to the approved fixed release and validate the service.,Google Chrome,6,6,0,0,0,0,Production Servers,owner:team-1;environment:production,host-00013,0,Windows,0,0,0,0,0,https://chromereleases.googleblog.com/,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00013,sample-cid-001,Sample Organization,Patch,2026-06-29,Open
cs-asset-014.corp.example,10.40.1.33,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required.,Update Cisco IOS XE to the approved fixed release and validate the service.,Cisco IOS XE,7,0,7,0,0,0,Internet Services,owner:team-2;environment:production,host-00014,1,Linux,0,7,0,0,0,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00014,sample-cid-001,Sample Organization,Patch,2026-06-28,Open
cs-asset-015.corp.example,10.40.1.34,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Install the distribution kernel security update and reboot into the fixed kernel.,Update Linux Kernel to the approved fixed release and validate the service.,Linux Kernel,8,0,0,8,0,0,Corporate Endpoints,owner:team-3;environment:production,host-00015,2,Windows,0,0,8,0,0,https://nvd.nist.gov/vuln/detail/CVE-2024-1086,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00015,sample-cid-001,Sample Organization,Patch,2026-06-27,Open
cs-asset-016.corp.example,10.40.1.35,Workstation,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Install the supported Exchange Server security update and verify Extended Protection configuration.,Update Microsoft Exchange Server to the approved fixed release and validate the service.,Microsoft Exchange Server,9,0,0,0,9,0,Production Servers,owner:team-4;environment:production,host-00016,3,Linux,0,0,0,9,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,Yes,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00016,sample-cid-001,Sample Organization,Patch,2026-06-26,Open
cs-asset-017.corp.example,10.40.1.36,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Install the current Microsoft cumulative security update and restart the affected host.,Update Microsoft Windows Server to the approved fixed release and validate the service.,Microsoft Windows Server,2,2,0,0,0,0,Internet Services,owner:team-5;environment:production,host-00017,0,Windows,0,0,0,0,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00017,sample-cid-001,Sample Organization,Patch,2026-06-25,Open
cs-asset-018.corp.example,10.40.1.37,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Upgrade Log4j to a vendor-supported fixed release and restart the application service.,Update Apache Log4j to the approved fixed release and validate the service.,Apache Log4j,3,0,3,0,0,0,Corporate Endpoints,owner:team-6;environment:production,host-00018,1,Linux,0,3,0,0,0,https://logging.apache.org/log4j/2.x/security.html,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00018,sample-cid-001,Sample Organization,Patch,2026-06-24,Open
cs-asset-019.corp.example,10.40.1.38,Workstation,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Apply the operating-system vendor OpenSSL package update and restart dependent services.,Update OpenSSL to the approved fixed release and validate the service.,OpenSSL,4,0,0,4,0,0,Production Servers,owner:team-1;environment:production,host-00019,2,Windows,0,0,4,0,0,https://www.openssl.org/news/secadv/20230207.txt,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00019,sample-cid-001,Sample Organization,Patch,2026-06-23,Open
cs-asset-020.corp.example,10.40.1.39,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,"Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret.",Update Apache Tomcat to the approved fixed release and validate the service.,Apache Tomcat,5,0,0,0,5,0,Internet Services,owner:team-2;environment:production,host-00020,3,Linux,0,0,0,5,0,https://tomcat.apache.org/security-9.html,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00020,sample-cid-001,Sample Organization,Patch,2026-06-22,Open
cs-asset-021.corp.example,10.40.2.40,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Update Google Chrome to the latest enterprise stable release and relaunch the browser.,Update Google Chrome to the approved fixed release and validate the service.,Google Chrome,6,6,0,0,0,0,Corporate Endpoints,owner:team-3;environment:production,host-00021,0,Windows,0,0,0,0,0,https://chromereleases.googleblog.com/,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,Yes,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00021,sample-cid-001,Sample Organization,Patch,2026-06-21,Open
cs-asset-022.corp.example,10.40.2.41,Workstation,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required.,Update Cisco IOS XE to the approved fixed release and validate the service.,Cisco IOS XE,7,0,7,0,0,0,Production Servers,owner:team-4;environment:production,host-00022,1,Linux,0,7,0,0,0,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00022,sample-cid-001,Sample Organization,Patch,2026-06-20,Open
cs-asset-023.corp.example,10.40.2.42,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Install the distribution kernel security update and reboot into the fixed kernel.,Update Linux Kernel to the approved fixed release and validate the service.,Linux Kernel,8,0,0,8,0,0,Internet Services,owner:team-5;environment:production,host-00023,2,Windows,0,0,8,0,0,https://nvd.nist.gov/vuln/detail/CVE-2024-1086,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00023,sample-cid-001,Sample Organization,Patch,2026-06-19,Open
cs-asset-024.corp.example,10.40.2.43,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Install the supported Exchange Server security update and verify Extended Protection configuration.,Update Microsoft Exchange Server to the approved fixed release and validate the service.,Microsoft Exchange Server,9,0,0,0,9,0,Corporate Endpoints,owner:team-6;environment:production,host-00024,3,Linux,0,0,0,9,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00024,sample-cid-001,Sample Organization,Patch,2026-06-18,Open
cs-asset-025.corp.example,10.40.2.44,Workstation,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Install the current Microsoft cumulative security update and restart the affected host.,Update Microsoft Windows Server to the approved fixed release and validate the service.,Microsoft Windows Server,2,2,0,0,0,0,Production Servers,owner:team-1;environment:production,host-00025,0,Windows,0,0,0,0,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00025,sample-cid-001,Sample Organization,Patch,2026-06-17,Open
cs-asset-026.corp.example,10.40.2.45,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Upgrade Log4j to a vendor-supported fixed release and restart the application service.,Update Apache Log4j to the approved fixed release and validate the service.,Apache Log4j,3,0,3,0,0,0,Internet Services,owner:team-2;environment:production,host-00026,1,Linux,0,3,0,0,0,https://logging.apache.org/log4j/2.x/security.html,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,Yes,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00026,sample-cid-001,Sample Organization,Patch,2026-06-16,Open
cs-asset-027.corp.example,10.40.2.46,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Apply the operating-system vendor OpenSSL package update and restart dependent services.,Update OpenSSL to the approved fixed release and validate the service.,OpenSSL,4,0,0,4,0,0,Corporate Endpoints,owner:team-3;environment:production,host-00027,2,Windows,0,0,4,0,0,https://www.openssl.org/news/secadv/20230207.txt,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00027,sample-cid-001,Sample Organization,Patch,2026-06-15,Open
cs-asset-028.corp.example,10.40.2.47,Workstation,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,"Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret.",Update Apache Tomcat to the approved fixed release and validate the service.,Apache Tomcat,5,0,0,0,5,0,Production Servers,owner:team-4;environment:production,host-00028,3,Linux,0,0,0,5,0,https://tomcat.apache.org/security-9.html,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00028,sample-cid-001,Sample Organization,Patch,2026-06-14,Open
cs-asset-029.corp.example,10.40.2.48,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Update Google Chrome to the latest enterprise stable release and relaunch the browser.,Update Google Chrome to the approved fixed release and validate the service.,Google Chrome,6,6,0,0,0,0,Internet Services,owner:team-5;environment:production,host-00029,0,Windows,0,0,0,0,0,https://chromereleases.googleblog.com/,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00029,sample-cid-001,Sample Organization,Patch,2026-06-13,Open
cs-asset-030.corp.example,10.40.2.49,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required.,Update Cisco IOS XE to the approved fixed release and validate the service.,Cisco IOS XE,7,0,7,0,0,0,Corporate Endpoints,owner:team-6;environment:production,host-00030,1,Linux,0,7,0,0,0,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00030,sample-cid-001,Sample Organization,Patch,2026-06-12,Open
cs-asset-031.corp.example,10.40.2.50,Workstation,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Install the distribution kernel security update and reboot into the fixed kernel.,Update Linux Kernel to the approved fixed release and validate the service.,Linux Kernel,8,0,0,8,0,0,Production Servers,owner:team-1;environment:production,host-00031,2,Windows,0,0,8,0,0,https://nvd.nist.gov/vuln/detail/CVE-2024-1086,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,Yes,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00031,sample-cid-001,Sample Organization,Patch,2026-06-11,Open
cs-asset-032.corp.example,10.40.2.51,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Install the supported Exchange Server security update and verify Extended Protection configuration.,Update Microsoft Exchange Server to the approved fixed release and validate the service.,Microsoft Exchange Server,9,0,0,0,9,0,Internet Services,owner:team-2;environment:production,host-00032,3,Linux,0,0,0,9,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00032,sample-cid-001,Sample Organization,Patch,2026-06-10,Open
cs-asset-033.corp.example,10.40.2.52,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Install the current Microsoft cumulative security update and restart the affected host.,Update Microsoft Windows Server to the approved fixed release and validate the service.,Microsoft Windows Server,2,2,0,0,0,0,Corporate Endpoints,owner:team-3;environment:production,host-00033,0,Windows,0,0,0,0,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00033,sample-cid-001,Sample Organization,Patch,2026-06-09,Open
cs-asset-034.corp.example,10.40.2.53,Workstation,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Upgrade Log4j to a vendor-supported fixed release and restart the application service.,Update Apache Log4j to the approved fixed release and validate the service.,Apache Log4j,3,0,3,0,0,0,Production Servers,owner:team-4;environment:production,host-00034,1,Linux,0,3,0,0,0,https://logging.apache.org/log4j/2.x/security.html,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00034,sample-cid-001,Sample Organization,Patch,2026-06-08,Open
cs-asset-035.corp.example,10.40.2.54,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Apply the operating-system vendor OpenSSL package update and restart dependent services.,Update OpenSSL to the approved fixed release and validate the service.,OpenSSL,4,0,0,4,0,0,Internet Services,owner:team-5;environment:production,host-00035,2,Windows,0,0,4,0,0,https://www.openssl.org/news/secadv/20230207.txt,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00035,sample-cid-001,Sample Organization,Patch,2026-06-07,Open
cs-asset-036.corp.example,10.40.2.55,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,"Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret.",Update Apache Tomcat to the approved fixed release and validate the service.,Apache Tomcat,5,0,0,0,5,0,Corporate Endpoints,owner:team-6;environment:production,host-00036,3,Linux,0,0,0,5,0,https://tomcat.apache.org/security-9.html,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,Yes,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00036,sample-cid-001,Sample Organization,Patch,2026-06-06,Open
cs-asset-037.corp.example,10.40.2.56,Workstation,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Update Google Chrome to the latest enterprise stable release and relaunch the browser.,Update Google Chrome to the approved fixed release and validate the service.,Google Chrome,6,6,0,0,0,0,Production Servers,owner:team-1;environment:production,host-00037,0,Windows,0,0,0,0,0,https://chromereleases.googleblog.com/,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00037,sample-cid-001,Sample Organization,Patch,2026-06-05,Open
cs-asset-038.corp.example,10.40.2.57,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required.,Update Cisco IOS XE to the approved fixed release and validate the service.,Cisco IOS XE,7,0,7,0,0,0,Internet Services,owner:team-2;environment:production,host-00038,1,Linux,0,7,0,0,0,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00038,sample-cid-001,Sample Organization,Patch,2026-06-04,Open
cs-asset-039.corp.example,10.40.2.58,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Install the distribution kernel security update and reboot into the fixed kernel.,Update Linux Kernel to the approved fixed release and validate the service.,Linux Kernel,8,0,0,8,0,0,Corporate Endpoints,owner:team-3;environment:production,host-00039,2,Windows,0,0,8,0,0,https://nvd.nist.gov/vuln/detail/CVE-2024-1086,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00039,sample-cid-001,Sample Organization,Patch,2026-06-03,Open
cs-asset-040.corp.example,10.40.2.59,Workstation,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Install the supported Exchange Server security update and verify Extended Protection configuration.,Update Microsoft Exchange Server to the approved fixed release and validate the service.,Microsoft Exchange Server,9,0,0,0,9,0,Production Servers,owner:team-4;environment:production,host-00040,3,Linux,0,0,0,9,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00040,sample-cid-001,Sample Organization,Patch,2026-06-02,Open
cs-asset-041.corp.example,10.40.3.60,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Install the current Microsoft cumulative security update and restart the affected host.,Update Microsoft Windows Server to the approved fixed release and validate the service.,Microsoft Windows Server,2,2,0,0,0,0,Internet Services,owner:team-5;environment:production,host-00041,0,Windows,0,0,0,0,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,Yes,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00041,sample-cid-001,Sample Organization,Patch,2026-06-01,Open
cs-asset-042.corp.example,10.40.3.61,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Upgrade Log4j to a vendor-supported fixed release and restart the application service.,Update Apache Log4j to the approved fixed release and validate the service.,Apache Log4j,3,0,3,0,0,0,Corporate Endpoints,owner:team-6;environment:production,host-00042,1,Linux,0,3,0,0,0,https://logging.apache.org/log4j/2.x/security.html,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00042,sample-cid-001,Sample Organization,Patch,2026-05-31,Open
